frame,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0.8638873100280762,0.7773696184158325,-1.3493295907974243,0.9979973435401917,0.8962562680244446,0.7102233171463013,-1.2375595569610596,0.9978430271148682,0.9203406572341919,0.7133055925369263,-1.2380075454711914,0.9975695013999939,0.9420613050460815,0.7178767919540405,-1.2384617328643799,0.9976129531860352,0.8193608522415161,0.7143436670303345,-1.2329964637756348,0.9979384541511536,0.7923247814178467,0.7197657823562622,-1.2324329614639282,0.9979631900787354,0.7661224603652954,0.7265390753746033,-1.2331211566925049,0.9982858300209045,0.9799707531929016,0.7713840007781982,-0.5953941941261292,0.9981580376625061,0.7353821396827698,0.7773904800415039,-0.5564540028572083,0.9986650943756104,0.9192034006118774,0.8843163251876831,-1.1100449562072754,0.9958898425102234,0.8223903775215149,0.8845616579055786,-1.100486397743225,0.9966435432434082,1.1816211938858032,1.200951337814331,-0.3322514295578003,0.7538613080978394,0.6129088401794434,1.2722760438919067,-0.3187321424484253,0.8941164612770081,1.347281575202942,1.3759558200836182,-0.8429465293884277,0.10642459243535995,0.5275517702102661,1.6923816204071045,-0.8021697998046875,0.10115379095077515,1.128722071647644,1.1917154788970947,-1.252056360244751,0.20793193578720093,0.6391785144805908,1.7878284454345703,-1.737424612045288,0.14537088572978973,1.1075986623764038,1.129984736442566,-1.4237139225006104,0.2432449609041214,0.6451489925384521,1.8526954650878906,-1.9659936428070068,0.2073005884885788,1.0803837776184082,1.1159781217575073,-1.3696208000183105,0.30629318952560425,0.6702476739883423,1.7916224002838135,-1.9928699731826782,0.29658791422843933,1.074715495109558,1.1571813821792603,-1.2661648988723755,0.30642184615135193,0.6773370504379272,1.777796983718872,-1.7896530628204346,0.263721227645874,1.1602004766464233,2.3967349529266357,-0.12581151723861694,0.0010341268498450518,0.7605626583099365,2.4071450233459473,0.13298571109771729,0.0007314803660847247,1.1749827861785889,3.364567756652832,-0.4852500855922699,0.0036030346527695656,0.774353563785553,3.378180742263794,-0.013010670430958271,0.0013822115724906325,1.2176052331924438,4.233901500701904,0.08411788940429688,0.0002614250115584582,0.8290355801582336,4.244912624359131,0.19611603021621704,4.1268402128480375e-05,1.2435115575790405,4.370058059692383,0.08698280900716782,0.000228211865760386,0.837222695350647,4.371830463409424,0.1832834631204605,7.723207818344235e-05,1.1432512998580933,4.4623823165893555,-0.8310949206352234,0.00034622388193383813,0.8661429286003113,4.503064155578613,-0.7459492087364197,0.00030679479823447764
1,0.8542443513870239,0.7365952134132385,-1.3494809865951538,0.9978270530700684,0.8909698724746704,0.6786018013954163,-1.235711693763733,0.9977762699127197,0.9162673950195312,0.6846122741699219,-1.236222505569458,0.9975275993347168,0.9390652775764465,0.6918882727622986,-1.236685037612915,0.9975835084915161,0.8140681982040405,0.6792418956756592,-1.2328946590423584,0.9978176951408386,0.7872067093849182,0.6850810647010803,-1.2323448657989502,0.9978363513946533,0.7622518539428711,0.6912523508071899,-1.2330255508422852,0.9981327056884766,0.9768264889717102,0.7553056478500366,-0.5838443040847778,0.9981321692466736,0.7307817339897156,0.7508724331855774,-0.5629785656929016,0.9985058307647705,0.9090029001235962,0.8454665541648865,-1.1101734638214111,0.9957590699195862,0.8083887100219727,0.8418630361557007,-1.1050485372543335,0.9963714480400085,1.152815580368042,1.20155668258667,-0.3642001748085022,0.7536940574645996,0.5743864178657532,1.2404606342315674,-0.31446167826652527,0.8820622563362122,1.2975058555603027,1.4042203426361084,-1.015903353691101,0.1051904559135437,0.462999165058136,1.5774296522140503,-0.8269771337509155,0.09757938235998154,1.110371708869934,1.2672618627548218,-1.6007537841796875,0.1984466314315796,0.5764424204826355,1.5123943090438843,-1.7548965215682983,0.13944141566753387,1.0908105373382568,1.2399039268493652,-1.7759809494018555,0.23496951162815094,0.5879811644554138,1.5197749137878418,-1.968875527381897,0.19865502417087555,1.0612480640411377,1.2059917449951172,-1.738570213317871,0.2973632216453552,0.6001849174499512,1.4743735790252686,-1.9825050830841064,0.28427621722221375,1.0563244819641113,1.2300070524215698,-1.6183421611785889,0.29602938890457153,0.6059413552284241,1.4833697080612183,-1.795996069908142,0.25291040539741516,1.0834767818450928,2.3852927684783936,-0.12484011799097061,0.0010959996143355966,0.6858702898025513,2.384791612625122,0.13183987140655518,0.0007606835570186377,1.0699716806411743,3.2960593700408936,-0.4840276837348938,0.004201953299343586,0.6701180338859558,3.2818710803985596,-0.07971616089344025,0.0016472479328513145,1.0885719060897827,4.138901233673096,0.08465211093425751,0.00030920380959287286,0.7058283090591431,4.123258113861084,0.14675471186637878,5.0546110287541524e-05,1.1064789295196533,4.275821208953857,0.08746644109487534,0.00025873398408293724,0.7114677429199219,4.247958660125732,0.13175882399082184,8.830711885821074e-05,1.0254112482070923,4.353255748748779,-0.8186928629875183,0.00037466612411662936,0.7360212206840515,4.367361545562744,-0.7679196000099182,0.00033587339567020535
2,0.8518980145454407,0.6536645293235779,-1.4060001373291016,0.9976159930229187,0.8889511823654175,0.58709716796875,-1.2816202640533447,0.9972701668739319,0.914222240447998,0.589371383190155,-1.282346248626709,0.9972370266914368,0.9360300302505493,0.5945250391960144,-1.283064603805542,0.9971603155136108,0.8113520741462708,0.5922983288764954,-1.3010187149047852,0.9972617030143738,0.7842315435409546,0.5987215638160706,-1.3001842498779297,0.9975508451461792,0.7593908309936523,0.6059783101081848,-1.3012816905975342,0.9977796673774719,0.9733136892318726,0.6656222939491272,-0.5996749997138977,0.9976894855499268,0.7269262671470642,0.6782262921333313,-0.6520240306854248,0.9982678890228271,0.9084202647209167,0.7676947712898254,-1.1555988788604736,0.9957401752471924,0.8053786158561707,0.773723840713501,-1.1735743284225464,0.9962878227233887,1.1526172161102295,1.12999427318573,-0.22196638584136963,0.7747935652732849,0.5528374910354614,1.1102749109268188,-0.4302734434604645,0.8926733136177063,1.3340885639190674,1.57540762424469,-0.2538410723209381,0.09849710017442703,0.46563521027565,1.6007649898529053,-0.4732542037963867,0.10561177134513855,1.2696717977523804,1.9492942094802856,-0.8149177432060242,0.17962823808193207,0.5396980047225952,1.9867076873779297,-1.1620852947235107,0.1286996752023697,1.2955634593963623,2.094078779220581,-0.9748403429985046,0.21266187727451324,0.5262322425842285,2.1524276733398438,-1.3746652603149414,0.18275468051433563,1.2295572757720947,2.0845799446105957,-1.0769740343093872,0.2694685161113739,0.5746392011642456,2.14281964302063,-1.5002706050872803,0.26232147216796875,1.2083746194839478,2.0255849361419678,-0.8917465209960938,0.2684174180030823,0.5856085419654846,2.074305534362793,-1.2409427165985107,0.23387058079242706,1.075352668762207,2.2309367656707764,-0.0699220672249794,0.001025846810080111,0.6433278918266296,2.2256383895874023,0.07804188132286072,0.0007263107690960169,1.0677682161331177,3.1499452590942383,-0.4153851866722107,0.0038027914706617594,0.6519811153411865,3.110880136489868,-0.24139824509620667,0.0014963531866669655,1.0681278705596924,3.9915013313293457,0.2827253043651581,0.0002805067633744329,0.6693883538246155,3.959651470184326,0.15197813510894775,4.609850293491036e-05,1.0796114206314087,4.129396438598633,0.2910216450691223,0.0002351899165660143,0.6638966202735901,4.1035542488098145,0.13623973727226257,8.136974065564573e-05,1.0013624429702759,4.231951713562012,-0.7230837941169739,0.00034077491727657616,0.7346080541610718,4.1913557052612305,-0.876052737236023,0.0003077427390962839
3,0.8433577418327332,0.5817429423332214,-1.475757360458374,0.9976634383201599,0.8820931315422058,0.5157209634780884,-1.3593324422836304,0.9970716834068298,0.9084874987602234,0.5180209875106812,-1.3597157001495361,0.9971739053726196,0.9309056997299194,0.5230423808097839,-1.3604099750518799,0.9969653487205505,0.8037894368171692,0.5202504396438599,-1.3855993747711182,0.9970910549163818,0.7771556377410889,0.5260351300239563,-1.3848347663879395,0.9975193738937378,0.7533935308456421,0.5332624912261963,-1.3858616352081299,0.9976600408554077,0.9708026051521301,0.5966612696647644,-0.693030059337616,0.9974153637886047,0.7205299139022827,0.6081138849258423,-0.7690038681030273,0.9982198476791382,0.9030002355575562,0.6973341107368469,-1.2325671911239624,0.9959323406219482,0.7973567843437195,0.6997426152229309,-1.255655288696289,0.9964575171470642,1.1509021520614624,1.0696271657943726,-0.23558762669563293,0.794366717338562,0.5349743962287903,1.0426061153411865,-0.5862003564834595,0.9028094410896301,1.327828049659729,1.6518062353134155,-0.2537834644317627,0.09591133892536163,0.4299015402793884,1.6139637231826782,-0.5908862352371216,0.10929225385189056,1.2457469701766968,2.0418457984924316,-0.6854585409164429,0.16238388419151306,0.4654974341392517,2.035191535949707,-1.374136209487915,0.11938783526420593,1.2636699676513672,2.2001771926879883,-0.8239246606826782,0.19238758087158203,0.4271746277809143,2.205740451812744,-1.5845561027526855,0.16955673694610596,1.2001750469207764,2.191910743713379,-0.9006675481796265,0.24410821497440338,0.4923620820045471,2.2051899433135986,-1.6965501308441162,0.24368475377559662,1.1841790676116943,2.120837926864624,-0.7467595338821411,0.24335190653800964,0.511433482170105,2.1334710121154785,-1.4506027698516846,0.218521386384964,1.0470571517944336,2.1959664821624756,-0.04392741620540619,0.0009566318476572633,0.5939685106277466,2.1735994815826416,0.0513908751308918,0.0006926062633283436,1.0148249864578247,3.128211259841919,0.10004345327615738,0.0034307981841266155,0.5850671529769897,3.0880520343780518,0.19921424984931946,0.0013499304186552763,0.9737035036087036,3.946066379547119,1.1756010055541992,0.0002555979008320719,0.5667916536331177,3.91644287109375,1.1246254444122314,4.193632412352599e-05,0.9796212911605835,4.079880237579346,1.22524893283844,0.00021462458244059235,0.554848313331604,4.054815769195557,1.1801855564117432,7.468225521733984e-05,0.8982245326042175,4.203047275543213,0.27998965978622437,0.0003097481094300747,0.6359816789627075,4.173816680908203,0.15119101107120514,0.0002797670604195446
4,0.8397329449653625,0.5069525241851807,-1.731127142906189,0.9976956844329834,0.8797756433486938,0.4428974390029907,-1.599753975868225,0.9969368577003479,0.9063628315925598,0.44560468196868896,-1.6007699966430664,0.9970692992210388,0.9285558462142944,0.4497063457965851,-1.601220726966858,0.9967827200889587,0.7975536584854126,0.44688859581947327,-1.6243896484375,0.9970044493675232,0.7697046995162964,0.45137298107147217,-1.6236565113067627,0.9974899291992188,0.7455850839614868,0.457294762134552,-1.624793291091919,0.9976367354393005,0.9684699773788452,0.514270007610321,-0.8634682893753052,0.9971829652786255,0.7114637494087219,0.5296497344970703,-0.9389036297798157,0.9982244968414307,0.9011585116386414,0.6252347230911255,-1.46119225025177,0.9961044788360596,0.7932427525520325,0.6283060908317566,-1.4856317043304443,0.99666428565979,1.1573710441589355,1.020156741142273,-0.41111698746681213,0.8088110089302063,0.5065420866012573,0.9976949095726013,-0.6287654042243958,0.9104495644569397,1.33273446559906,1.5815200805664062,-0.4220699369907379,0.09035852551460266,0.3184012770652771,1.5978124141693115,-0.6233159899711609,0.12864498794078827,1.2888998985290527,1.9750248193740845,-0.9343061447143555,0.14724579453468323,0.35773399472236633,1.9997351169586182,-1.3632152080535889,0.11507581174373627,1.3201333284378052,2.1388320922851562,-1.1008150577545166,0.17464444041252136,0.3346404433250427,2.1647582054138184,-1.58835768699646,0.16124242544174194,1.2533917427062988,2.129694938659668,-0.9841440320014954,0.22202706336975098,0.3992130756378174,2.134517192840576,-1.7231422662734985,0.23291561007499695,1.2286789417266846,2.0681276321411133,-0.9854634404182434,0.22168709337711334,0.4156409204006195,2.074812173843384,-1.4498599767684937,0.21008747816085815,1.0340312719345093,2.1641440391540527,-0.05572820454835892,0.0008849443402141333,0.5767441391944885,2.1555402278900146,0.06323559582233429,0.0006443983875215054,1.0076329708099365,3.094660758972168,-0.17144131660461426,0.0031248119194060564,0.5871223211288452,3.065138816833496,-0.07296636700630188,0.0012315359199419618,0.9891791343688965,3.9183173179626465,0.6338111162185669,0.00023515272187069058,0.5853511095046997,3.8972959518432617,0.6205097436904907,3.8858026528032497e-05,0.9992883801460266,4.057198524475098,0.6532264947891235,0.00019710036576725543,0.5758117437362671,4.040372371673584,0.6245782375335693,6.971534457989037e-05,0.9098528027534485,4.178236484527588,-0.32684510946273804,0.00028549524722620845,0.6578666567802429,4.154699325561523,-0.13079363107681274,0.00026609079213812947
5,0.8420082330703735,0.774152934551239,-1.2717251777648926,0.9978383183479309,0.8822620511054993,0.6991450786590576,-1.1509144306182861,0.9971203804016113,0.907854437828064,0.6982568502426147,-1.1508309841156006,0.9972364902496338,0.9296725988388062,0.6980991363525391,-1.1504895687103271,0.9969815015792847,0.7995997667312622,0.7091651558876038,-1.13845956325531,0.9971906542778015,0.7719546556472778,0.7158845067024231,-1.1382070779800415,0.9976092576980591,0.7476640343666077,0.723797082901001,-1.138137698173523,0.9977399110794067,0.9683456420898438,0.7323233485221863,-0.5577213764190674,0.9972952604293823,0.7205528616905212,0.7717363834381104,-0.49677523970603943,0.9982471466064453,0.9015895128250122,0.8672807216644287,-1.048450231552124,0.9948145151138306,0.8002729415893555,0.8811153173446655,-1.032755970954895,0.9952178597450256,1.1332353353500366,1.1647425889968872,-0.38263803720474243,0.7478907108306885,0.6164613962173462,1.2002712488174438,-0.24683408439159393,0.8366574645042419,1.187049150466919,1.1789697408676147,-0.43748003244400024,0.085319384932518,0.5287755131721497,1.3513171672821045,-0.6266885995864868,0.11785990744829178,1.0098956823349,0.9944086074829102,-0.600511372089386,0.1342690885066986,0.6083269715309143,1.1213924884796143,-1.1645867824554443,0.10464592278003693,0.9779788255691528,0.9733820557594299,-0.6978555917739868,0.16045629978179932,0.6333553194999695,1.0565521717071533,-1.3152077198028564,0.14814947545528412,0.9888580441474915,1.0025242567062378,-0.6491521000862122,0.20435620844364166,0.6129862070083618,1.0391470193862915,-1.2920646667480469,0.21396884322166443,0.9838933944702148,0.9946576952934265,-0.6133657097816467,0.20454825460910797,0.6033293008804321,1.0673692226409912,-1.1986340284347534,0.19323405623435974,1.0367859601974487,2.251589775085449,-0.12980416417121887,0.0008170856744982302,0.7019767165184021,2.206831693649292,0.1354222595691681,0.000594745681155473,0.9980080723762512,2.4389219284057617,-0.6689462065696716,0.0033381411340087652,0.5984447598457336,2.379331350326538,-0.1316511183977127,0.0015021918807178736,0.9758485555648804,3.056912660598755,-0.04569513350725174,0.00028728885808959603,0.6361923217773438,2.9620394706726074,0.29800689220428467,6.300836685113609e-05,0.9881445169448853,3.185075044631958,-0.016309965401887894,0.0002622852916829288,0.6804860830307007,3.053382158279419,0.31580087542533875,8.530230115866289e-05,0.9174473881721497,3.1332194805145264,-0.46424323320388794,0.0005717591848224401,0.6790338754653931,3.1046173572540283,-0.2393658459186554,0.000353822426404804
6,0.9362886548042297,0.8206482529640198,-1.2151790857315063,0.9979097247123718,0.9681724309921265,0.7504534125328064,-1.0974984169006348,0.997203528881073,0.9855365753173828,0.7540585994720459,-1.097220778465271,0.9972784519195557,1.0003817081451416,0.7581441402435303,-1.0968064069747925,0.9970414638519287,0.9130340814590454,0.7446147203445435,-1.1003165245056152,0.9973095059394836,0.8948286175727844,0.7454678416252136,-1.1001603603363037,0.9976761341094971,0.8749605417251587,0.7478645443916321,-1.1002717018127441,0.9977989792823792,0.9984626770019531,0.7916843891143799,-0.49563589692115784,0.9971414804458618,0.844443142414093,0.7835660576820374,-0.5087853074073792,0.99820876121521,0.9544370770454407,0.904861330986023,-0.9842765927314758,0.9927422404289246,0.8961331248283386,0.8977282047271729,-0.9924028515815735,0.9938827157020569,1.1395710706710815,1.1706535816192627,-0.3591488301753998,0.6924923658370972,0.6843634843826294,1.0239179134368896,-0.2708430290222168,0.7920582890510559,1.1977930068969727,1.217474341392517,-0.5186244249343872,0.08238568902015686,0.5689653754234314,1.1182438135147095,-0.8274038434028625,0.11291628330945969,1.0334382057189941,0.9712945818901062,-0.7046350836753845,0.12813660502433777,0.6451817750930786,0.8143027424812317,-1.2615853548049927,0.10381801426410675,1.0018081665039062,0.9014214277267456,-0.7957618236541748,0.156976580619812,0.6561354994773865,0.7293022871017456,-1.4868429899215698,0.15049882233142853,1.004122018814087,0.8817778825759888,-0.7501167058944702,0.1998596340417862,0.6478525400161743,0.7239819169044495,-1.5334985256195068,0.2143232375383377,1.004563331604004,0.9095193147659302,-0.7112549543380737,0.20011365413665771,0.6444569826126099,0.7625539302825928,-1.3159692287445068,0.19423013925552368,1.0471998453140259,2.1986422538757324,-0.13851237297058105,0.0007576343487016857,0.7710188031196594,2.1606881618499756,0.1435161679983139,0.0005571348592638969,0.9839946031570435,2.277348279953003,-0.6829696297645569,0.003652505110949278,0.6162611246109009,2.167048931121826,-0.19532296061515808,0.0018466576002538204,0.9953948259353638,2.9003236293792725,-0.08977729082107544,0.00035069696605205536,0.715171217918396,2.783125162124634,0.17258107662200928,0.00010236784146400169,1.013798475265503,3.024143934249878,-0.05997995287179947,0.0003408619377296418,0.7590042352676392,2.8706183433532715,0.18648050725460052,0.00011253247794229537,0.9391186833381653,2.9920239448547363,-0.4737779498100281,0.0008829194703139365,0.6962490081787109,2.937162160873413,-0.31408554315567017,0.00047047508996911347
7,1.0393718481063843,0.8161870837211609,-1.2783130407333374,0.9884999990463257,1.0996363162994385,0.7298393249511719,-1.2255966663360596,0.9823310375213623,1.1213691234588623,0.7318325042724609,-1.2243480682373047,0.9821367263793945,1.1428642272949219,0.7346108555793762,-1.2232683897018433,0.9794539213180542,1.0066063404083252,0.7180241942405701,-1.120749831199646,0.9855673313140869,0.9879357218742371,0.7167631387710571,-1.1179614067077637,0.9879399538040161,0.9744325876235962,0.7156197428703308,-1.1175997257232666,0.9888425469398499,1.2050119638442993,0.7751597166061401,-0.9734903573989868,0.9723679423332214,0.962451159954071,0.7398843169212341,-0.7174282670021057,0.990216851234436,1.1038386821746826,0.8876887559890747,-1.070840835571289,0.9514142870903015,0.9867164492607117,0.8731793761253357,-1.0491859912872314,0.9614262580871582,1.3809068202972412,1.1038727760314941,-0.7609704732894897,0.6330819725990295,0.9093044996261597,1.0435250997543335,-0.4792783856391907,0.7763421535491943,1.2790462970733643,1.167496919631958,-0.7003077864646912,0.08298594504594803,0.6755716800689697,1.1148101091384888,-0.7148967981338501,0.13107706606388092,1.0960747003555298,0.9511901140213013,-0.5336302518844604,0.12023025006055832,0.6438332796096802,0.8803716897964478,-0.9796517491340637,0.12093029171228409,1.0205230712890625,0.9064051508903503,-0.5524402260780334,0.14851976931095123,0.6399681568145752,0.8365247845649719,-1.0773042440414429,0.166832834482193,1.0697011947631836,0.8734205365180969,-0.5570284128189087,0.18823540210723877,0.6384419202804565,0.7905834913253784,-1.1344285011291504,0.2291814684867859,1.0835825204849243,0.8887943625450134,-0.5357335209846497,0.1888168603181839,0.6401903629302979,0.8154023289680481,-1.0234849452972412,0.20926009118556976,1.2436206340789795,2.1542932987213135,-0.1897355020046234,0.0007637423113919795,0.9943932294845581,2.1104159355163574,0.19265736639499664,0.0007002991624176502,1.0895955562591553,1.8081092834472656,-0.6071930527687073,0.005354560445994139,0.8107945322990417,1.7296295166015625,-0.1719602346420288,0.005667846649885178,1.0129830837249756,2.1516525745391846,-0.007850133813917637,0.0013589902082458138,0.8861246109008789,1.9888330698013306,0.4715896248817444,0.0011582841398194432,1.0194900035858154,2.238609790802002,0.030184632167220116,0.0015911654336377978,0.8948022127151489,2.0386805534362793,0.5258405208587646,0.0014975237427279353,0.9533987045288086,2.1458053588867188,-0.2185637205839157,0.0028084751684218645,0.8434104919433594,1.9950264692306519,0.25714200735092163,0.0021957354620099068
9,0.3552953004837036,0.6518193483352661,-0.4181973934173584,0.9895555377006531,0.36826926469802856,0.6377038955688477,-0.3948429524898529,0.9839171767234802,0.37357380986213684,0.639876127243042,-0.39499449729919434,0.9837943911552429,0.37863948941230774,0.6422269940376282,-0.39518091082572937,0.9813504815101624,0.35046249628067017,0.6309951543807983,-0.39345231652259827,0.9868041276931763,0.34384414553642273,0.628940224647522,-0.39355793595314026,0.9889982342720032,0.3377806842327118,0.6275873780250549,-0.39377346634864807,0.9897882342338562,0.3851826786994934,0.656083345413208,-0.25701817870140076,0.9750344157218933,0.328156977891922,0.6331554651260376,-0.24788562953472137,0.9910122752189636,0.3591691851615906,0.6763315200805664,-0.36615103483200073,0.9562284350395203,0.33848658204078674,0.667143702507019,-0.3635646402835846,0.9652373194694519,0.39337408542633057,0.7915709018707275,-0.17793288826942444,0.6695878505706787,0.2517586648464203,0.7135911583900452,-0.14596176147460938,0.7984333038330078,0.3494257926940918,0.9200965762138367,-0.135195791721344,0.15609429776668549,0.18995122611522675,0.8504664897918701,-0.10467548668384552,0.2042849361896515,0.30567044019699097,1.0239942073822021,-0.22710399329662323,0.12755320966243744,0.13762234151363373,0.9635005593299866,-0.2073179930448532,0.13064366579055786,0.29087650775909424,1.0699141025543213,-0.25729796290397644,0.14963564276695251,0.10999250411987305,0.9814789295196533,-0.2292725145816803,0.16768664121627808,0.28163522481918335,1.0585319995880127,-0.281863808631897,0.18900606036186218,0.11433646827936172,0.9853814840316772,-0.2665720582008362,0.22732877731323242,0.2820984125137329,1.0409115552902222,-0.23791220784187317,0.1906345635652542,0.12981995940208435,0.9779742360115051,-0.22387520968914032,0.2110670953989029,0.29752588272094727,0.9962716698646545,-0.0023744923528283834,0.0984809622168541,0.20797677338123322,0.954096257686615,0.0030012091156095266,0.096982441842556,0.27179279923439026,1.1150078773498535,-0.46370577812194824,0.08100418001413345,0.16363142430782318,1.0373682975769043,-0.3578319549560547,0.07780426740646362,0.1978197991847992,1.2174513339996338,-0.09098285436630249,0.021608466282486916,0.13101105391979218,1.1882258653640747,-0.06722669303417206,0.013839070685207844,0.19000619649887085,1.2235019207000732,-0.05798369646072388,0.03385055065155029,0.12679679691791534,1.2051345109939575,-0.042269326746463776,0.021203937008976936,0.15909850597381592,1.2796891927719116,-0.19829970598220825,0.016702083870768547,0.11791910976171494,1.261660099029541,-0.19497430324554443,0.008997898548841476
10,0.4264295995235443,0.613067090511322,-0.393522173166275,0.9905819296836853,0.43996724486351013,0.5989091396331787,-0.3755245804786682,0.9855003356933594,0.4458550810813904,0.6008558869361877,-0.3755970597267151,0.9853889346122742,0.45124536752700806,0.6028982996940613,-0.3757971525192261,0.983188271522522,0.42215222120285034,0.5925613045692444,-0.37158823013305664,0.988101601600647,0.4159766733646393,0.5901515483856201,-0.37165141105651855,0.9900768399238586,0.41054391860961914,0.5880621075630188,-0.371845543384552,0.9907937049865723,0.4582943916320801,0.6124091744422913,-0.24389298260211945,0.9775093793869019,0.40430012345314026,0.5906940698623657,-0.2224830836057663,0.9918962121009827,0.4312143325805664,0.6357089877128601,-0.3416115939617157,0.9606006145477295,0.4125328063964844,0.6299722194671631,-0.33528685569763184,0.9687087535858154,0.47392791509628296,0.7449826002120972,-0.17030717432498932,0.7024911046028137,0.3300621211528778,0.6719864010810852,-0.13676680624485016,0.8185681700706482,0.4376041889190674,0.9021261930465698,-0.14754995703697205,0.21631349623203278,0.25517383217811584,0.7947307825088501,-0.11631063371896744,0.28130385279655457,0.38542357087135315,1.0036784410476685,-0.2813262343406677,0.14036372303962708,0.1923305094242096,0.9018266797065735,-0.2426019161939621,0.19955295324325562,0.38252362608909607,1.0524331331253052,-0.32279837131500244,0.15938377380371094,0.1666433960199356,0.9293268322944641,-0.2745155990123749,0.22550588846206665,0.37181878089904785,1.0418301820755005,-0.3549141585826874,0.19794662296772003,0.17587248980998993,0.9352708458900452,-0.3149109482765198,0.2815740406513214,0.36815083026885986,1.025132656097412,-0.2969357967376709,0.20204846560955048,0.1874813437461853,0.9303226470947266,-0.26096293330192566,0.26650479435920715,0.36700743436813354,0.9714720845222473,-0.00926881842315197,0.18728579580783844,0.28804561495780945,0.9299562573432922,0.00968213938176632,0.1861886829137802,0.3222644627094269,1.005264163017273,-0.5593159794807434,0.16075068712234497,0.20078185200691223,1.0189660787582397,-0.364604651927948,0.15717583894729614,0.2208884209394455,1.1257381439208984,-0.2911040782928467,0.047382015734910965,0.19156824052333832,1.1255179643630981,-0.0851893350481987,0.02316957525908947,0.2118280827999115,1.140426516532898,-0.26601487398147583,0.06320591270923615,0.19503557682037354,1.137330412864685,-0.05829783156514168,0.032738927751779556,0.17408016324043274,1.1714725494384766,-0.3959324061870575,0.03757941350340843,0.17137879133224487,1.1770808696746826,-0.18474739789962769,0.014654326252639294
